rank_sales;game_name;publisher;developer;platform;platform_name;global_sales;game_genre;meta_critic_score;meta_user_score;release_day;release_month;release_year
309;Bayonetta;Sega;PlatinumGames;PS3;Xbox 360;1210000.0;Action;90;8.1;5;1;2010
427;Bayonetta;Sega;PlatinumGames;X360;Xbox 360;930000.0;Action;90;8.1;5;1;2010
312;The Lord of the Rings: The Fellowship of the Ring;Black Label Games;Surreal Software;PS2;PlayStation 2;1200000.0;Action;59;4.7;16;10;2002
322;Metal Gear Solid: Portable Ops;Konami;Kojima Productions;PSP;PSP		;1190000.0;Action;87;8.1;5;12;2006
323;Hitman 2: Silent Assassin;Eidos Interactive;IO Interactive;XB;Xbox		;1190000.0;Action;84;7.1;30;9;2002
325;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;PlayStation 4;1180000.0;Action;80;7.2;27;9;2015
446;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;X360;PlayStation 4;870000.0;Action;80;7.2;27;9;2015
477;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS3;PlayStation 4;810000.0;Action;80;7.2;27;9;2015
523;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;PlayStation 4;720000.0;Action;80;7.2;27;9;2015
578;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;PlayStation 4;650000.0;Action;80;7.2;27;9;2015
325;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Xbox One;1180000.0;Action;80;7.1;27;9;2015
446;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;X360;Xbox One;870000.0;Action;80;7.1;27;9;2015
477;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS3;Xbox One;810000.0;Action;80;7.1;27;9;2015
523;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Xbox One;720000.0;Action;80;7.1;27;9;2015
578;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;Xbox One;650000.0;Action;80;7.1;27;9;2015
325;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Wii U;1180000.0;Action;62;6.4;27;9;2015
446;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;X360;Wii U;870000.0;Action;62;6.4;27;9;2015
477;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;PS3;Wii U;810000.0;Action;62;6.4;27;9;2015
523;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Wii U;720000.0;Action;62;6.4;27;9;2015
578;LEGO Dimensions;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;Wii U;650000.0;Action;62;6.4;27;9;2015
332;Gauntlet: Dark Legacy;Midway Games;Midway Games West;PS2;PlayStation 2;1150000.0;Action;73;8.3;1;5;2001
341;Tenchu: Wrath of Heaven;Activision;K2 LLC;PS2;PlayStation 2;1140000.0;Action;79;8.6;3;3;2003
348;Transformers: The Game;Activision;Traveller's Tales;PS2;PlayStation 2;1110000.0;Action;56;6.6;26;6;2007
618;Transformers: The Game;Activision;Traveller's Tales;X360;PlayStation 2;600000.0;Action;56;6.6;26;6;2007
638;Transformers: The Game;Activision;Traveller's Tales;Wii;PlayStation 2;580000.0;Action;56;6.6;26;6;2007
913;Transformers: The Game;Activision;Traveller's Tales;PS3;PlayStation 2;400000.0;Action;56;6.6;26;6;2007
349;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;PlayStation 4;1110000.0;Action;73;6.9;14;11;2017
562;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;PlayStation 4;670000.0;Action;73;6.9;14;11;2017
643;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;PlayStation 4;570000.0;Action;73;6.9;14;11;2017
349;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Switch;1110000.0;Action;76;7.1;14;11;2017
562;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;NS;Switch;670000.0;Action;76;7.1;14;11;2017
643;LEGO Marvel Super Heroes 2;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Switch;570000.0;Action;76;7.1;14;11;2017
350;Castlevania: Lords of Shadow;Konami;Mercury Steam;PS3;PlayStation 3;1110000.0;Action;85;8.0;5;10;2010
565;Castlevania: Lords of Shadow;Konami;Mercury Steam;X360;PlayStation 3;660000.0;Action;85;8.0;5;10;2010
236;Castlevania: Lords of Shadow;Konami;Mercury Steam;All;PlayStation 3;;Action-Adventure;85;8.0;5;10;2010
350;Castlevania: Lords of Shadow;Konami;Mercury Steam;PS3;Xbox 360;1110000.0;Action;83;7.9;5;10;2010
565;Castlevania: Lords of Shadow;Konami;Mercury Steam;X360;Xbox 360;660000.0;Action;83;7.9;5;10;2010
236;Castlevania: Lords of Shadow;Konami;Mercury Steam;All;Xbox 360;;Action-Adventure;83;7.9;5;10;2010
721;Bully: Scholarship Edition;Rockstar Games;Rockstar Toronto;Wii;Xbox 360;500000.0;Action;80;8.3;4;3;2008
362;The Godfather;Electronic Arts;Headgate;PS2;PlayStation 2;1090000.0;Action;75;8.5;21;3;2006
278;The Godfather;Electronic Arts;EA Redwood Shores;All;PlayStation 2;;Action-Adventure;75;8.5;21;3;2006
363;Dante's Inferno;Electronic Arts;Visceral Games;PS3;PlayStation 3;1080000.0;Action;75;7.6;9;2;2010
431;Dante's Inferno;Electronic Arts;Visceral Games;X360;PlayStation 3;920000.0;Action;75;7.6;9;2;2010
363;Dante's Inferno;Electronic Arts;Visceral Games;PS3;Xbox 360;1080000.0;Action;73;7.6;9;2;2010
431;Dante's Inferno;Electronic Arts;Visceral Games;X360;Xbox 360;920000.0;Action;73;7.6;9;2;2010
77;Lego Star Wars II: The Original Trilogy;LucasArts;TT Games;All;DS		;;Action-Adventure;47;5.1;12;9;2006
77;Lego Star Wars II: The Original Trilogy;LucasArts;TT Games;All;GameCube		;;Action-Adventure;84;8.7;12;9;2006
366;Hulk;Universal Interactive;Radical Entertainment;PS2;PlayStation 2;1060000.0;Action;71;7.8;27;5;2003
1055;Hulk;Universal Interactive;Radical Entertainment;XB;PlayStation 2;330000.0;Action;71;7.8;27;5;2003
1528;Hulk;Universal Interactive;Radical Entertainment;GC;PlayStation 2;190000.0;Action;71;7.8;27;5;2003
367;Darksiders;THQ;Vigil Games;X360;Xbox 360;1060000.0;Action;83;7.9;5;1;2010
1199;Darksiders;THQ;Vigil Games;PS3;Xbox 360;280000.0;Action;83;7.9;5;1;2010
128;Darksiders;THQ;Vigil Games;Series;Xbox 360;;Action-Adventure;83;7.9;5;1;2010
154;Darksiders;THQ;Vigil Games;All;Xbox 360;;Action-Adventure;83;7.9;5;1;2010
369;The Evil Within 2;Bethesda Softworks;Tango Gameworks;PS4;PlayStation 4;1050000.0;Action;76;8.2;13;10;2017
935;The Evil Within 2;Bethesda Softworks;Tango Gameworks;XOne;PlayStation 4;390000.0;Action;76;8.2;13;10;2017
1375;The Evil Within 2;Bethesda Softworks;Tango Gameworks;PC;PlayStation 4;;Action;76;8.2;13;10;2017
370;Disney Universe;Disney Interactive Studios;Disney Interactive Studios;Wii;Wii		;1050000.0;Action;61;6.6;25;10;2011
601;Disney Universe;Disney Interactive Studios;Disney Interactive Studios;PS3;Wii		;620000.0;Action;61;6.6;25;10;2011
650;Disney Universe;Disney Interactive Studios;Disney Interactive Studios;X360;Wii		;570000.0;Action;61;6.6;25;10;2011
374;Guinness World Records: The Videogame;Warner Bros. Interactive;Traveller's Tales;Wii;Wii		;1030000.0;Action;67;7.0;11;11;2008
705;Guinness World Records: The Videogame;Warner Bros. Interactive;Traveller's Tales;DS;Wii		;520000.0;Action;67;7.0;11;11;2008
381;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;PlayStation 4;1010000.0;Action;71;7.1;26;1;2016
756;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;PlayStation 4;480000.0;Action;71;7.1;26;1;2016
851;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;PS3;PlayStation 4;430000.0;Action;71;7.1;26;1;2016
925;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;X360;PlayStation 4;390000.0;Action;71;7.1;26;1;2016
1089;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;PlayStation 4;320000.0;Action;71;7.1;26;1;2016
1130;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;TT Fusion;3DS;PlayStation 4;300000.0;Action;71;7.1;26;1;2016
1439;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;Traveller's Tales;PC;PlayStation 4;;Action;71;7.1;26;1;2016
1523;LEGO Marvel's Avengers;Warner Bros. Interactive Entertainment;TT Fusion;PSV;PlayStation 4;190000.0;Action;71;7.1;26;1;2016
403;Dynasty Warriors 3: Xtreme Legends;KOEI;Omega Force;PS2;PlayStation 2;1000000.0;Action;72;8.5;11;1;2003
405;The Bouncer;Square;SquareSoft;PS2;PlayStation 2;990000.0;Action;66;7.7;5;3;2001
409;Brutal Legend;Electronic Arts;Double Fine Productions;X360;Xbox 360;970000.0;Action;82;8.0;13;10;2009
423;Brutal Legend;Electronic Arts;Double Fine Productions;PS3;Xbox 360;940000.0;Action;82;8.0;13;10;2009
815;Brutal Legend;Electronic Arts;Double Fine Productions;All;Xbox 360;;Action-Adventure;82;8.0;13;10;2009
409;Brutal Legend;Electronic Arts;Double Fine Productions;X360;PlayStation 3;970000.0;Action;83;7.7;13;10;2009
423;Brutal Legend;Electronic Arts;Double Fine Productions;PS3;PlayStation 3;940000.0;Action;83;7.7;13;10;2009
815;Brutal Legend;Electronic Arts;Double Fine Productions;All;PlayStation 3;;Action-Adventure;83;7.7;13;10;2009
410;Grand Theft Auto: Vice City Stories;Rockstar Games;Rockstar Leeds;PS2;PlayStation 2;970000.0;Action;75;7.8;5;3;2007
415;Shinobi;Sega;Overworks;PS2;PlayStation 2;960000.0;Action;71;8.2;10;11;2002
424;Castlevania: Lament of Innocence;Konami;Konami Computer Entertainment Tokyo;PS2;PlayStation 2;940000.0;Action;79;8.6;21;10;2003
428;Teenage Mutant Ninja Turtles;Konami;Konami;GBA;Game Boy Advance		;930000.0;Action;71;8.1;31;10;2003
1039;Teenage Mutant Ninja Turtles;Konami;Konami;GC;Game Boy Advance		;340000.0;Action;71;8.1;31;10;2003
430;Teenage Mutant Ninja Turtles;Konami;Konami;PS2;PlayStation 2;920000.0;Action;59;7.5;21;10;2003
1145;Teenage Mutant Ninja Turtles;Konami;Konami;XB;PlayStation 2;300000.0;Action;59;7.5;21;10;2003
433;Dynasty Warriors 7;Tecmo Koei;Omega Force;PS3;PlayStation 3;910000.0;Action;57;7.3;29;3;2011
568;Dynasty Warriors 7;Tecmo Koei;Omega Force;All;PlayStation 3;;Action;57;7.3;29;3;2011
435;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PS3;PlayStation 3;900000.0;Action;60;6.8;1;12;2009
493;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;X360;PlayStation 3;770000.0;Action;60;6.8;1;12;2009
524;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;Wii;PlayStation 3;720000.0;Action;60;6.8;1;12;2009
610;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PSP;PlayStation 3;610000.0;Action;60;6.8;1;12;2009
906;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;DS;PlayStation 3;400000.0;Action;60;6.8;1;12;2009
1052;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;All;PlayStation 3;;Action-Adventure;60;6.8;1;12;2009
435;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PS3;Xbox 360;900000.0;Action;61;6.8;1;12;2009
493;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;X360;Xbox 360;770000.0;Action;61;6.8;1;12;2009
524;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;Wii;Xbox 360;720000.0;Action;61;6.8;1;12;2009
610;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PSP;Xbox 360;610000.0;Action;61;6.8;1;12;2009
906;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;DS;Xbox 360;400000.0;Action;61;6.8;1;12;2009
1052;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;All;Xbox 360;;Action-Adventure;61;6.8;1;12;2009
435;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PS3;Wii		;900000.0;Action;60;4.0;1;12;2009
493;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;X360;Wii		;770000.0;Action;60;4.0;1;12;2009
524;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;Wii;Wii		;720000.0;Action;60;4.0;1;12;2009
610;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;PSP;Wii		;610000.0;Action;60;4.0;1;12;2009
906;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;DS;Wii		;400000.0;Action;60;4.0;1;12;2009
1052;James Cameron's Avatar: The Game;Ubisoft;Ubisoft Montreal;All;Wii		;;Action-Adventure;60;4.0;1;12;2009
439;Finding Nemo;THQ;Traveller's Tales;GC;GameCube		;890000.0;Action;62;5.4;12;5;2003
440;Resident Evil: Revelations;Capcom;Capcom;3DS;3DS;890000.0;Action;82;8.5;7;2;2012
196;Resident Evil: Revelations;Capcom;Capcom;All;3DS;;Action-Adventure;82;8.5;7;2;2012
442;Fortnite;Gearbox Software;Epic Games;PS4;PlayStation 4;890000.0;Action;78;3.9;21;7;2017
495;Fortnite;Gearbox Software;Epic Games;XOne;PlayStation 4;770000.0;Action;78;3.9;21;7;2017
442;Fortnite;Gearbox Software;Epic Games;PS4;Xbox One;890000.0;Action;85;3.7;21;7;2017
495;Fortnite;Gearbox Software;Epic Games;XOne;Xbox One;770000.0;Action;85;3.7;21;7;2017
447;Grand Theft Auto IV;Rockstar Games;Rockstar Toronto;PC;PC;870000.0;Action;90;7.0;2;12;2008
21;Grand Theft Auto IV;Rockstar Games;Rockstar North;All;PC;;Action-Adventure;90;7.0;2;12;2008
116;Warriors Orochi;KOEI;Omega Force;Series;PlayStation 2;;Action;55;8.4;18;9;2007
245;Warriors Orochi;KOEI;Omega Force;All;PlayStation 2;;Action;55;8.4;18;9;2007
448;Warriors Orochi;KOEI;Omega Force;PS2;PlayStation 2;870000.0;Action;55;8.4;18;9;2007
1502;Warriors Orochi;KOEI;Omega Force;X360;PlayStation 2;200000.0;Action;55;8.4;18;9;2007
449;Ghostbusters: The Video Game;Atari;Red Fly Studio;Wii;Wii		;870000.0;Action;76;8.3;16;6;2009
461;Ghostbusters: The Video Game;Atari;Terminal Reality;PS3;Wii		;840000.0;Action;76;8.3;16;6;2009
598;Ghostbusters: The Video Game;Atari;Terminal Reality;X360;Wii		;620000.0;Action;76;8.3;16;6;2009
846;Ghostbusters: The Video Game;Atari;Red Fly Studio;PS2;Wii		;430000.0;Action;76;8.3;16;6;2009
915;Ghostbusters: The Video Game;Atari;Zen Studios Inc.;DS;Wii		;400000.0;Action;76;8.3;16;6;2009
984;Ghostbusters: The Video Game;Atari;Terminal Reality;All;Wii		;;Action-Adventure;76;8.3;16;6;2009
449;Ghostbusters: The Video Game;Atari;Red Fly Studio;Wii;PlayStation 3;870000.0;Action;78;8.0;16;6;2009
461;Ghostbusters: The Video Game;Atari;Terminal Reality;PS3;PlayStation 3;840000.0;Action;78;8.0;16;6;2009
598;Ghostbusters: The Video Game;Atari;Terminal Reality;X360;PlayStation 3;620000.0;Action;78;8.0;16;6;2009
846;Ghostbusters: The Video Game;Atari;Red Fly Studio;PS2;PlayStation 3;430000.0;Action;78;8.0;16;6;2009
915;Ghostbusters: The Video Game;Atari;Zen Studios Inc.;DS;PlayStation 3;400000.0;Action;78;8.0;16;6;2009
984;Ghostbusters: The Video Game;Atari;Terminal Reality;All;PlayStation 3;;Action-Adventure;78;8.0;16;6;2009
449;Ghostbusters: The Video Game;Atari;Red Fly Studio;Wii;Xbox 360;870000.0;Action;79;8.5;16;6;2009
461;Ghostbusters: The Video Game;Atari;Terminal Reality;PS3;Xbox 360;840000.0;Action;79;8.5;16;6;2009
598;Ghostbusters: The Video Game;Atari;Terminal Reality;X360;Xbox 360;620000.0;Action;79;8.5;16;6;2009
846;Ghostbusters: The Video Game;Atari;Red Fly Studio;PS2;Xbox 360;430000.0;Action;79;8.5;16;6;2009
915;Ghostbusters: The Video Game;Atari;Zen Studios Inc.;DS;Xbox 360;400000.0;Action;79;8.5;16;6;2009
984;Ghostbusters: The Video Game;Atari;Terminal Reality;All;Xbox 360;;Action-Adventure;79;8.5;16;6;2009
453;Dynasty Warriors 4: Xtreme Legends;KOEI;Omega Force;PS2;PlayStation 2;860000.0;Action;72;8.3;4;11;2003
454;Tomb Raider: Anniversary;Eidos Interactive;Crystal Dynamics;Wii;Wii		;850000.0;Action;73;7.5;13;11;2007
457;Ninja Gaiden Sigma 2;Tecmo Koei;Team Ninja;PS3;PlayStation 3;850000.0;Action;83;7.7;29;9;2009
468;Dynasty Warriors 2;KOEI;Omega Force;PS2;PlayStation 2;830000.0;Action;75;8.4;25;10;2000
470;Lizzie McGuire 2: Lizzie Diaries;Disney Interactive Studios;Artificial Mind and Movement;GBA;Game Boy Advance		;830000.0;Action;57;5.0;18;10;2004
418;Ben 10: Alien Force;D3 Publisher;1st Playable Productions / OneNine Studios;DS;Wii		;950000.0;Action;45;7.8;28;10;2008
479;Ben 10: Alien Force;D3 Publisher;Monkey Bar Games;Wii;Wii		;800000.0;Action;45;7.8;28;10;2008
612;Ben 10: Alien Force;D3 Publisher;Monkey Bar Games;PSP;Wii		;600000.0;Action;45;7.8;28;10;2008
646;Ben 10: Alien Force;D3 Publisher;Monkey Bar Games;PS2;Wii		;570000.0;Action;45;7.8;28;10;2008
255;Ben 10: Alien Force;D3 Publisher;Monkey Bar Games;All;Wii		;;Action-Adventure;45;7.8;28;10;2008
480;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;Wii;Wii		;800000.0;Action;48;5.8;6;10;2009
838;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;PS3;Wii		;440000.0;Action;48;5.8;6;10;2009
881;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;PSP;Wii		;410000.0;Action;48;5.8;6;10;2009
916;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;DS;Wii		;400000.0;Action;48;5.8;6;10;2009
932;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;X360;Wii		;390000.0;Action;48;5.8;6;10;2009
1270;Star Wars The Clone Wars: Republic Heroes;LucasArts;Krome Studios;PS2;Wii		;250000.0;Action;48;5.8;6;10;2009
483;Prototype 2;Activision;Radical Entertainment;X360;Xbox 360;790000.0;Action;74;7.0;24;4;2012
491;Prototype 2;Activision;Radical Entertainment;PS3;Xbox 360;770000.0;Action;74;7.0;24;4;2012
1904;Prototype 2;Activision;Radical Entertainment;PC;Xbox 360;120000.0;Action;74;7.0;24;4;2012
483;Prototype 2;Activision;Radical Entertainment;X360;PlayStation 3;790000.0;Action;79;6.8;24;4;2012
491;Prototype 2;Activision;Radical Entertainment;PS3;PlayStation 3;770000.0;Action;79;6.8;24;4;2012
1904;Prototype 2;Activision;Radical Entertainment;PC;PlayStation 3;120000.0;Action;79;6.8;24;4;2012
485;MadWorld;Sega;PlatinumGames;Wii;Wii		;780000.0;Action;81;8.6;10;3;2009
327;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;PS4;Xbox One;1180000.0;Action;70;6.8;12;6;2015
378;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;PS3;Xbox One;1020000.0;Action;70;6.8;12;6;2015
382;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;X360;Xbox One;1010000.0;Action;70;6.8;12;6;2015
460;LEGO Jurassic World;Warner Bros. Interactive Entertainment;TT Fusion;3DS;Xbox One;850000.0;Action;70;6.8;12;6;2015
486;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;XOne;Xbox One;780000.0;Action;70;6.8;12;6;2015
655;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;Xbox One;570000.0;Action;70;6.8;12;6;2015
1024;LEGO Jurassic World;Warner Bros. Interactive Entertainment;Traveller's Tales;PC;Xbox One;;Action;70;6.8;12;6;2015
1227;LEGO Jurassic World;Warner Bros. Interactive Entertainment;TT Fusion;PSV;Xbox One;270000.0;Action;70;6.8;12;6;2015
489;Star Wars The Clone Wars: Jedi Alliance;LucasArts;Krome Studios;DS;DS		;780000.0;Action;68;7.7;11;11;2008
496;Star Wars Episode II: Attack of the Clones;THQ;David A. Palmer Productions;GBA;Game Boy Advance		;770000.0;Action;38;3.4;30;5;2002
499;Resident Evil: Revelations;Capcom;Capcom;PS3;PlayStation 3;760000.0;Action;74;7.5;21;5;2013
504;True Crime: New York City;Activision;Luxoflux;PS2;PlayStation 2;760000.0;Action;60;7.7;15;11;2005
1208;True Crime: New York City;Activision;EXAKT Entertainment;XB;PlayStation 2;280000.0;Action;60;7.7;15;11;2005
1607;True Crime: New York City;Activision;EXAKT Entertainment;GC;PlayStation 2;170000.0;Action;60;7.7;15;11;2005
506;Genji: Days of the Blade;Sony Computer Entertainment;Game Republic;PS3;PlayStation 3;750000.0;Action;55;6.1;14;11;2006
508;Shark Tale;Activision;Edge of Reality;PS2;PlayStation 2;750000.0;Action;69;6.1;27;9;2004
552;Shark Tale;Activision;Vicarious Visions;GBA;PlayStation 2;680000.0;Action;69;6.1;27;9;2004
1143;Shark Tale;Activision;Edge of Reality;GC;PlayStation 2;300000.0;Action;69;6.1;27;9;2004
1488;Shark Tale;Activision;Edge of Reality;XB;PlayStation 2;200000.0;Action;69;6.1;27;9;2004
508;Shark Tale;Activision;Edge of Reality;PS2;Game Boy Advance		;750000.0;Action;63;7.8;27;9;2004
552;Shark Tale;Activision;Vicarious Visions;GBA;Game Boy Advance		;680000.0;Action;63;7.8;27;9;2004
1143;Shark Tale;Activision;Edge of Reality;GC;Game Boy Advance		;300000.0;Action;63;7.8;27;9;2004
1488;Shark Tale;Activision;Edge of Reality;XB;Game Boy Advance		;200000.0;Action;63;7.8;27;9;2004
509;The Lord of the Rings: Conquest;Electronic Arts;Pandemic Studios;PS3;PlayStation 3;750000.0;Action;54;7.1;13;1;2009
590;The Lord of the Rings: Conquest;Electronic Arts;Pandemic Studios;X360;PlayStation 3;630000.0;Action;54;7.1;13;1;2009
509;The Lord of the Rings: Conquest;Electronic Arts;Pandemic Studios;PS3;Xbox 360;750000.0;Action;55;7.0;13;1;2009
590;The Lord of the Rings: Conquest;Electronic Arts;Pandemic Studios;X360;Xbox 360;630000.0;Action;55;7.0;13;1;2009
510;Ace Combat: Assault Horizon;Namco Bandai;Project ACES;PS3;PlayStation 3;740000.0;Action;77;6.8;11;10;2011
745;Ace Combat: Assault Horizon;Namco Bandai;Project ACES;X360;PlayStation 3;490000.0;Action;77;6.8;11;10;2011
519;Ultimate Spider-Man;Activision;Treyarch;PS2;PlayStation 2;720000.0;Action;74;8.2;22;9;2005
922;Ultimate Spider-Man;Activision;Treyarch;XB;PlayStation 2;390000.0;Action;74;8.2;22;9;2005
1125;Ultimate Spider-Man;Activision;Vicarious Visions;GBA;PlayStation 2;300000.0;Action;74;8.2;22;9;2005
527;The Lord of the Rings: The Two Towers;Electronic Arts;Stormfront Studios;XB;Xbox		;710000.0;Action;79;8.2;30;12;2002
699;The Lord of the Rings: The Two Towers;Electronic Arts;Stormfront Studios;GC;Xbox		;530000.0;Action;79;8.2;30;12;2002
529;Scooby-Doo 2: Monsters Unleashed;THQ;Altron;GBA;Game Boy Advance		;710000.0;Action;46;tbd;16;3;2004
530;Power Rangers: Dino Thunder;THQ;Pacific Coast Power & Light;PS2;PlayStation 2;710000.0;Action;49;6.6;14;9;2004
904;Power Rangers: Dino Thunder;THQ;Pacific Coast Power & Light;GC;PlayStation 2;400000.0;Action;49;6.6;14;9;2004
532;Dynasty Warriors 6;KOEI;Omega Force;PS3;PlayStation 3;710000.0;Action;59;7.1;19;2;2008
1138;Dynasty Warriors 6;KOEI;Omega Force;X360;PlayStation 3;300000.0;Action;59;7.1;19;2;2008
536;Star Wars: Obi-Wan;LucasArts;LucasArts;XB;Xbox		;700000.0;Action;58;5.8;19;12;2001
537;F-14 Tomcat;Majesco;Virtucraft;GBA;Game Boy Advance		;700000.0;Action;67;8.0;2;9;2001
540;James Bond 007: Blood Stone;Activision;Bizarre Creations;PS3;PlayStation 3;700000.0;Action;65;7.4;2;11;2010
770;James Bond 007: Blood Stone;Activision;Bizarre Creations;X360;PlayStation 3;470000.0;Action;65;7.4;2;11;2010
541;Transformers: Revenge of the Fallen;Activision;Luxoflux Corp.;PS3;PlayStation 3;700000.0;Action;63;6.9;23;6;2009
597;Transformers: Revenge of the Fallen;Activision;Luxoflux Corp.;X360;PlayStation 3;630000.0;Action;63;6.9;23;6;2009
750;Transformers: Revenge of the Fallen;Activision;Krome Studios;PS2;PlayStation 3;490000.0;Action;63;6.9;23;6;2009
758;Transformers: Revenge of the Fallen;Activision;Krome Studios;Wii;PlayStation 3;480000.0;Action;63;6.9;23;6;2009
890;Transformers: Revenge of the Fallen;Activision;Savage Entertainment;PSP;PlayStation 3;410000.0;Action;63;6.9;23;6;2009
541;Transformers: Revenge of the Fallen;Activision;Luxoflux Corp.;PS3;Xbox 360;700000.0;Action;61;7.4;23;6;2009
597;Transformers: Revenge of the Fallen;Activision;Luxoflux Corp.;X360;Xbox 360;630000.0;Action;61;7.4;23;6;2009
750;Transformers: Revenge of the Fallen;Activision;Krome Studios;PS2;Xbox 360;490000.0;Action;61;7.4;23;6;2009
758;Transformers: Revenge of the Fallen;Activision;Krome Studios;Wii;Xbox 360;480000.0;Action;61;7.4;23;6;2009
890;Transformers: Revenge of the Fallen;Activision;Savage Entertainment;PSP;Xbox 360;410000.0;Action;61;7.4;23;6;2009
543;Mafia;Gathering of Developers;Illusion Softworks;PS2;PlayStation 2;700000.0;Action;65;8.3;28;1;2004
545;Metal Gear Solid: Portable Ops Plus;Konami;Kojima Productions;PSP;PSP		;690000.0;Action;65;7.5;13;11;2007
546;Mortal Kombat: Shaolin Monks;Midway Games;Midway Studios Los Angeles;PS2;PlayStation 2;690000.0;Action;77;8.8;16;9;2005
1103;Mortal Kombat: Shaolin Monks;Midway Games;Midway Studios Los Angeles;XB;PlayStation 2;310000.0;Action;77;8.8;16;9;2005
548;Prince of Persia: The Forgotten Sands;Ubisoft;Ubisoft Montreal;PS3;PlayStation 3;690000.0;Action;75;7.4;18;5;2010
604;Prince of Persia: The Forgotten Sands;Ubisoft;Ubisoft Montreal;X360;PlayStation 3;620000.0;Action;75;7.4;18;5;2010
966;Prince of Persia: The Forgotten Sands;Ubisoft;Quebec City;PSP;PlayStation 3;370000.0;Action;75;7.4;18;5;2010
1345;Prince of Persia: The Forgotten Sands;Ubisoft;Quebec City;Wii;PlayStation 3;240000.0;Action;75;7.4;18;5;2010
1721;Prince of Persia: The Forgotten Sands;Ubisoft;Ubisoft Montreal;DS;PlayStation 3;150000.0;Action;75;7.4;18;5;2010
554;Iron Man;Sega;Secret Level;PS3;PlayStation 3;680000.0;Action;42;6.0;2;5;2008
