rank_sales;game_name;publisher;developer;platform;platform_name;global_sales;game_genre;meta_critic_score;meta_user_score;release_day;release_month;release_year
126;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PS2;PlayStation 2;2690000.0;Action;84;8.7;12;9;2006
264;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PSP;PlayStation 2;1410000.0;Action;84;8.7;12;9;2006
365;LEGO Star Wars II: The Original Trilogy;LucasArts;Amaze Entertainment;DS;PlayStation 2;1070000.0;Action;84;8.7;12;9;2006
413;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;GC;PlayStation 2;970000.0;Action;84;8.7;12;9;2006
588;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;X360;PlayStation 2;630000.0;Action;84;8.7;12;9;2006
826;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;XB;PlayStation 2;440000.0;Action;84;8.7;12;9;2006
126;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PS2;PSP		;2690000.0;Action;83;8.1;12;9;2006
264;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PSP;PSP		;1410000.0;Action;83;8.1;12;9;2006
365;LEGO Star Wars II: The Original Trilogy;LucasArts;Amaze Entertainment;DS;PSP		;1070000.0;Action;83;8.1;12;9;2006
413;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;GC;PSP		;970000.0;Action;83;8.1;12;9;2006
588;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;X360;PSP		;630000.0;Action;83;8.1;12;9;2006
826;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;XB;PSP		;440000.0;Action;83;8.1;12;9;2006
126;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PS2;Xbox 360;2690000.0;Action;81;8.0;12;9;2006
264;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;PSP;Xbox 360;1410000.0;Action;81;8.0;12;9;2006
365;LEGO Star Wars II: The Original Trilogy;LucasArts;Amaze Entertainment;DS;Xbox 360;1070000.0;Action;81;8.0;12;9;2006
413;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;GC;Xbox 360;970000.0;Action;81;8.0;12;9;2006
588;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;X360;Xbox 360;630000.0;Action;81;8.0;12;9;2006
826;LEGO Star Wars II: The Original Trilogy;LucasArts;Traveller's Tales;XB;Xbox 360;440000.0;Action;81;8.0;12;9;2006
129;Tom Clancy's Splinter Cell;Ubisoft;Ubisoft;PS2;PlayStation 2;2650000.0;Action;89;7.9;8;4;2003
56;Dead Island;Deep Silver;Techland;PC;Xbox 360;;Action;71;6.9;6;9;2011
145;Dead Island;Deep Silver;Techland;X360;Xbox 360;2380000.0;Action;71;6.9;6;9;2011
155;Dead Island;Deep Silver;Techland;PS3;Xbox 360;2290000.0;Action;71;6.9;6;9;2011
46;Dead Island;Deep Silver;Techland;Series;Xbox 360;;Action-Adventure;71;6.9;6;9;2011
117;Dead Island;Deep Silver;Techland;All;Xbox 360;;Action-Adventure;71;6.9;6;9;2011
56;Dead Island;Deep Silver;Techland;PC;PlayStation 3;;Action;71;6.7;6;9;2011
145;Dead Island;Deep Silver;Techland;X360;PlayStation 3;2380000.0;Action;71;6.7;6;9;2011
155;Dead Island;Deep Silver;Techland;PS3;PlayStation 3;2290000.0;Action;71;6.7;6;9;2011
46;Dead Island;Deep Silver;Techland;Series;PlayStation 3;;Action-Adventure;71;6.7;6;9;2011
117;Dead Island;Deep Silver;Techland;All;PlayStation 3;;Action-Adventure;71;6.7;6;9;2011
146;The Incredibles;THQ;Heavy Iron Studios;PS2;PlayStation 2;2370000.0;Action;62;7.8;31;10;2004
165;The Incredibles;THQ;Helixe;GBA;PlayStation 2;2060000.0;Action;62;7.8;31;10;2004
463;The Incredibles;THQ;Heavy Iron Studios;GC;PlayStation 2;840000.0;Action;62;7.8;31;10;2004
146;The Incredibles;THQ;Heavy Iron Studios;PS2;Game Boy Advance		;2370000.0;Action;55;5.3;31;10;2004
165;The Incredibles;THQ;Helixe;GBA;Game Boy Advance		;2060000.0;Action;55;5.3;31;10;2004
463;The Incredibles;THQ;Heavy Iron Studios;GC;Game Boy Advance		;840000.0;Action;55;5.3;31;10;2004
146;The Incredibles;THQ;Heavy Iron Studios;PS2;GameCube		;2370000.0;Action;63;6.3;31;10;2004
165;The Incredibles;THQ;Helixe;GBA;GameCube		;2060000.0;Action;63;6.3;31;10;2004
463;The Incredibles;THQ;Heavy Iron Studios;GC;GameCube		;840000.0;Action;63;6.3;31;10;2004
147;Uncharted: The Lost Legacy;Sony Interactive Entertainment;Naughty Dog;PS4;PlayStation 4;2370000.0;Action;84;8.0;22;8;2017
164;Metal Gear Solid: Peace Walker;Konami;Kojima Productions;PSP;PSP		;2080000.0;Action;89;8.7;8;6;2010
120;Hitman: Absolution;Square Enix;IO Interactive;PC;PlayStation 3;;Action;83;7.5;20;11;2012
166;Hitman: Absolution;Square Enix;IO Interactive;PS3;PlayStation 3;2060000.0;Action;83;7.5;20;11;2012
214;Hitman: Absolution;Square Enix;IO Interactive;X360;PlayStation 3;1700000.0;Action;83;7.5;20;11;2012
148;Hitman: Absolution;Square Enix;IO Interactive;All;PlayStation 3;;Action-Adventure;83;7.5;20;11;2012
120;Hitman: Absolution;Square Enix;IO Interactive;PC;Xbox 360;;Action;79;7.2;20;11;2012
166;Hitman: Absolution;Square Enix;IO Interactive;PS3;Xbox 360;2060000.0;Action;79;7.2;20;11;2012
214;Hitman: Absolution;Square Enix;IO Interactive;X360;Xbox 360;1700000.0;Action;79;7.2;20;11;2012
148;Hitman: Absolution;Square Enix;IO Interactive;All;Xbox 360;;Action-Adventure;79;7.2;20;11;2012
170;Peter Jackson's King Kong: The Official Game of the Movie;Ubisoft;Ubisoft Montpellier;PS2;PlayStation 2;2040000.0;Action;82;8.4;21;11;2005
691;Peter Jackson's King Kong: The Official Game of the Movie;Ubisoft;Ubisoft Montpellier;XB;PlayStation 2;530000.0;Action;82;8.4;21;11;2005
1265;Peter Jackson's King Kong: The Official Game of the Movie;Ubisoft;Ubisoft Montpellier;X360;PlayStation 2;260000.0;Action;82;8.4;21;11;2005
1316;Peter Jackson's King Kong: The Official Game of the Movie;Ubisoft;Ubisoft Montpellier;GC;PlayStation 2;240000.0;Action;82;8.4;21;11;2005
1843;Peter Jackson's King Kong: The Official Game of the Movie;Ubisoft;Ubisoft Casablanca;DS;PlayStation 2;130000.0;Action;82;8.4;21;11;2005
181;Dishonored 2;Bethesda Softworks;Arkane Studios;PS4;PlayStation 4;1970000.0;Action;88;8.2;10;11;2016
451;Dishonored 2;Bethesda Softworks;Arkane Studios;XOne;PlayStation 4;860000.0;Action;88;8.2;10;11;2016
1251;Dishonored 2;Bethesda Softworks;Arkane Studios;PC;PlayStation 4;260000.0;Action;88;8.2;10;11;2016
181;Dishonored 2;Bethesda Softworks;Arkane Studios;PS4;Xbox One;1970000.0;Action;88;8.2;10;11;2016
451;Dishonored 2;Bethesda Softworks;Arkane Studios;XOne;Xbox One;860000.0;Action;88;8.2;10;11;2016
1251;Dishonored 2;Bethesda Softworks;Arkane Studios;PC;Xbox One;260000.0;Action;88;8.2;10;11;2016
183;Grand Theft Auto: San Andreas;Rockstar Games;Rockstar North;XB;Xbox		;1950000.0;Action;93;8.8;7;6;2005
412;Grand Theft Auto: San Andreas;Rockstar Games;Rockstar North;PC;Xbox		;970000.0;Action;93;8.8;7;6;2005
183;Grand Theft Auto: San Andreas;Rockstar Games;Rockstar North;XB;PC;1950000.0;Action;93;8.9;7;6;2005
412;Grand Theft Auto: San Andreas;Rockstar Games;Rockstar North;PC;PC;970000.0;Action;93;8.9;7;6;2005
198;The Getaway: Black Monday;Sony Computer Entertainment;Team Soho;PS2;PlayStation 2;1780000.0;Action;57;7.9;11;1;2005
202;50 Cent: Bulletproof;Vivendi Games;Genuine;PS2;PlayStation 2;1770000.0;Action;47;6.6;17;11;2005
825;50 Cent: Bulletproof;Vivendi Games;Genuine Games;XB;PlayStation 2;440000.0;Action;47;6.6;17;11;2005
204;State of Emergency;Rockstar Games;VIS Entertainment;PS2;PlayStation 2;1760000.0;Action;71;6.3;12;2;2002
64;Just Cause 2;Eidos Interactive;Avalanche Studios;PC;PlayStation 3;;Action;83;8.0;23;3;2010
207;Just Cause 2;Square Enix;Avalanche Studios;PS3;PlayStation 3;1750000.0;Action;83;8.0;23;3;2010
226;Just Cause 2;Square Enix;Avalanche Studios;X360;PlayStation 3;1600000.0;Action;83;8.0;23;3;2010
64;Just Cause 2;Eidos Interactive;Avalanche Studios;PC;Xbox 360;;Action;81;8.0;23;3;2010
207;Just Cause 2;Square Enix;Avalanche Studios;PS3;Xbox 360;1750000.0;Action;81;8.0;23;3;2010
226;Just Cause 2;Square Enix;Avalanche Studios;X360;Xbox 360;1600000.0;Action;81;8.0;23;3;2010
209;For Honor;Ubisoft;Ubisoft Montreal;PS4;PlayStation 4;1750000.0;Action;78;6.1;14;2;2017
450;For Honor;Ubisoft;Ubisoft Montreal;XOne;PlayStation 4;870000.0;Action;78;6.1;14;2;2017
209;For Honor;Ubisoft;Ubisoft Montreal;PS4;Xbox One;1750000.0;Action;79;5.9;14;2;2017
450;For Honor;Ubisoft;Ubisoft Montreal;XOne;Xbox One;870000.0;Action;79;5.9;14;2;2017
219;Saints Row IV;Deep Silver;Volition Inc.;X360;Xbox 360;1690000.0;Action;81;6.6;20;8;2013
282;Saints Row IV;Deep Silver;Volition Inc.;PS3;Xbox 360;1330000.0;Action;81;6.6;20;8;2013
1542;Saints Row IV;Deep Silver;Volition Inc.;PC;Xbox 360;190000.0;Action;81;6.6;20;8;2013
275;Saints Row IV;Deep Silver;Volition;All;Xbox 360;;Action-Adventure;81;6.6;20;8;2013
219;Saints Row IV;Deep Silver;Volition Inc.;X360;PlayStation 3;1690000.0;Action;76;6.4;20;8;2013
282;Saints Row IV;Deep Silver;Volition Inc.;PS3;PlayStation 3;1330000.0;Action;76;6.4;20;8;2013
1542;Saints Row IV;Deep Silver;Volition Inc.;PC;PlayStation 3;190000.0;Action;76;6.4;20;8;2013
275;Saints Row IV;Deep Silver;Volition;All;PlayStation 3;;Action-Adventure;76;6.4;20;8;2013
222;Star Wars The Clone Wars: Lightsaber Duels;LucasArts;Krome Studios;Wii;Wii		;1650000.0;Action;56;6.7;11;11;2008
223;Uncharted: Golden Abyss;Sony Computer Entertainment;SCEA Bend Studio / Naughty Dog;PSV;PlayStation Vita;1620000.0;Action;80;7.5;15;2;2012
49;Devil May Cry 4;Capcom;Capcom;All;PlayStation 3;;Action;84;8.4;5;2;2008
227;Devil May Cry 4;Capcom;Capcom;PS3;PlayStation 3;1580000.0;Action;84;8.4;5;2;2008
281;Devil May Cry 4;Capcom;Capcom;X360;PlayStation 3;1340000.0;Action;84;8.4;5;2;2008
49;Devil May Cry 4;Capcom;Capcom;All;Xbox 360;;Action;84;8.4;5;2;2008
227;Devil May Cry 4;Capcom;Capcom;PS3;Xbox 360;1580000.0;Action;84;8.4;5;2;2008
281;Devil May Cry 4;Capcom;Capcom;X360;Xbox 360;1340000.0;Action;84;8.4;5;2;2008
229;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;Wii;Wii		;1570000.0;Action;73;7.4;10;5;2011
372;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;X360;Wii		;1040000.0;Action;73;7.4;10;5;2011
414;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PS3;Wii		;960000.0;Action;73;7.4;10;5;2011
434;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;DS;Wii		;910000.0;Action;73;7.4;10;5;2011
593;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;TT Fusion;3DS;Wii		;630000.0;Action;73;7.4;10;5;2011
1000;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PSP;Wii		;360000.0;Action;73;7.4;10;5;2011
229;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;Wii;Xbox 360;1570000.0;Action;73;7.3;10;5;2011
372;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;X360;Xbox 360;1040000.0;Action;73;7.3;10;5;2011
414;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PS3;Xbox 360;960000.0;Action;73;7.3;10;5;2011
434;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;DS;Xbox 360;910000.0;Action;73;7.3;10;5;2011
593;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;TT Fusion;3DS;Xbox 360;630000.0;Action;73;7.3;10;5;2011
1000;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PSP;Xbox 360;360000.0;Action;73;7.3;10;5;2011
229;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;Wii;PlayStation 3;1570000.0;Action;73;7.4;10;5;2011
372;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;X360;PlayStation 3;1040000.0;Action;73;7.4;10;5;2011
414;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PS3;PlayStation 3;960000.0;Action;73;7.4;10;5;2011
434;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;DS;PlayStation 3;910000.0;Action;73;7.4;10;5;2011
593;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;TT Fusion;3DS;PlayStation 3;630000.0;Action;73;7.4;10;5;2011
1000;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PSP;PlayStation 3;360000.0;Action;73;7.4;10;5;2011
229;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;Wii;DS		;1570000.0;Action;69;7.8;10;5;2011
372;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;X360;DS		;1040000.0;Action;69;7.8;10;5;2011
414;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PS3;DS		;960000.0;Action;69;7.8;10;5;2011
434;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;DS;DS		;910000.0;Action;69;7.8;10;5;2011
593;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;TT Fusion;3DS;DS		;630000.0;Action;69;7.8;10;5;2011
1000;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PSP;DS		;360000.0;Action;69;7.8;10;5;2011
229;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;Wii;3DS;1570000.0;Action;71;7.1;10;5;2011
372;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;X360;3DS;1040000.0;Action;71;7.1;10;5;2011
414;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PS3;3DS;960000.0;Action;71;7.1;10;5;2011
434;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;DS;3DS;910000.0;Action;71;7.1;10;5;2011
593;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;TT Fusion;3DS;3DS;630000.0;Action;71;7.1;10;5;2011
1000;LEGO Pirates of the Caribbean: The Video Game;Disney Interactive Studios;Traveller's Tales;PSP;3DS;360000.0;Action;71;7.1;10;5;2011
151;Mafia II;2K Games;Illusion Softworks;PC;Xbox 360;;Action;74;8.0;24;8;2010
233;Mafia II;2K Games;Illusion Softworks;X360;Xbox 360;1560000.0;Action;74;8.0;24;8;2010
247;Mafia II;2K Games;Illusion Softworks;PS3;Xbox 360;1490000.0;Action;74;8.0;24;8;2010
151;Mafia II;2K Games;Illusion Softworks;PC;PlayStation 3;;Action;75;7.9;24;8;2010
233;Mafia II;2K Games;Illusion Softworks;X360;PlayStation 3;1560000.0;Action;75;7.9;24;8;2010
247;Mafia II;2K Games;Illusion Softworks;PS3;PlayStation 3;1490000.0;Action;75;7.9;24;8;2010
237;Pac-Man World 2;Namco;Namco;PS2;PlayStation 2;1510000.0;Action;73;7.7;24;2;2002
239;Star Wars: The Force Unleashed II;LucasArts;LucasArts;PS3;PlayStation 3;1510000.0;Action;63;6.7;26;10;2010
259;Star Wars: The Force Unleashed II;LucasArts;LucasArts;X360;PlayStation 3;1440000.0;Action;63;6.7;26;10;2010
487;Star Wars: The Force Unleashed II;LucasArts;LucasArts;Wii;PlayStation 3;780000.0;Action;63;6.7;26;10;2010
1396;Star Wars: The Force Unleashed II;LucasArts;LucasArts;DS;PlayStation 3;220000.0;Action;63;6.7;26;10;2010
239;Star Wars: The Force Unleashed II;LucasArts;LucasArts;PS3;Xbox 360;1510000.0;Action;61;5.9;26;10;2010
259;Star Wars: The Force Unleashed II;LucasArts;LucasArts;X360;Xbox 360;1440000.0;Action;61;5.9;26;10;2010
487;Star Wars: The Force Unleashed II;LucasArts;LucasArts;Wii;Xbox 360;780000.0;Action;61;5.9;26;10;2010
1396;Star Wars: The Force Unleashed II;LucasArts;LucasArts;DS;Xbox 360;220000.0;Action;61;5.9;26;10;2010
240;Metal Gear Rising: Revengeance;Konami Digital Entertainment;PlatinumGames;PS3;PlayStation 3;1500000.0;Action;80;8.1;19;2;2013
733;Metal Gear Rising: Revengeance;Konami Digital Entertainment;PlatinumGames;X360;PlayStation 3;500000.0;Action;80;8.1;19;2;2013
248;Dead Rising 2;Capcom;Blue Castle Games;X360;Xbox 360;1490000.0;Action;79;7.1;28;9;2010
276;Dead Rising 2;Capcom;Blue Castle Games;PS3;Xbox 360;1370000.0;Action;79;7.1;28;9;2010
596;Dead Rising 2;Capcom;Blue Castle Games;PC;Xbox 360;;Action;79;7.1;28;9;2010
165;Dead Rising 2;Capcom;Blue Castle Games;All;Xbox 360;;Action-Adventure;79;7.1;28;9;2010
248;Dead Rising 2;Capcom;Blue Castle Games;X360;PlayStation 3;1490000.0;Action;80;6.7;28;9;2010
276;Dead Rising 2;Capcom;Blue Castle Games;PS3;PlayStation 3;1370000.0;Action;80;6.7;28;9;2010
596;Dead Rising 2;Capcom;Blue Castle Games;PC;PlayStation 3;;Action;80;6.7;28;9;2010
165;Dead Rising 2;Capcom;Blue Castle Games;All;PlayStation 3;;Action-Adventure;80;6.7;28;9;2010
196;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;Wii;Xbox 360;1790000.0;Action;75;7.7;22;3;2011
249;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;X360;Xbox 360;1480000.0;Action;75;7.7;22;3;2011
326;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PS3;Xbox 360;1180000.0;Action;75;7.7;22;3;2011
354;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;DS;Xbox 360;1100000.0;Action;75;7.7;22;3;2011
943;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PSP;Xbox 360;390000.0;Action;75;7.7;22;3;2011
1293;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PC;Xbox 360;250000.0;Action;75;7.7;22;3;2011
196;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;Wii;PlayStation 3;1790000.0;Action;76;7.6;22;3;2011
249;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;X360;PlayStation 3;1480000.0;Action;76;7.6;22;3;2011
326;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PS3;PlayStation 3;1180000.0;Action;76;7.6;22;3;2011
354;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;DS;PlayStation 3;1100000.0;Action;76;7.6;22;3;2011
943;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PSP;PlayStation 3;390000.0;Action;76;7.6;22;3;2011
1293;LEGO Star Wars III: The Clone Wars;LucasArts;Traveller's Tales;PC;PlayStation 3;250000.0;Action;76;7.6;22;3;2011
260;Frogger 2: Swampy's Revenge;Hasbro Interactive;Blitz Games;PS;PlayStation		;1430000.0;Action;77;8.2;10;10;2000
278;Metroid: Other M;Nintendo;Nintendo SPD Production Group 1/Team Ninja;Wii;Wii		;1360000.0;Action;79;6.7;31;8;2010
283;Alan Wake;Microsoft Game Studios;Remedy Entertainment;X360;Xbox 360;1330000.0;Action;83;8.2;18;5;2010
130;Alan Wake;Microsoft Game Studios;Remedy Entertainment;Series;Xbox 360;;Action-Adventure;83;8.2;18;5;2010
160;Alan Wake;Microsoft Game Studios;Remedy Entertainment;All;Xbox 360;;Action-Adventure;83;8.2;18;5;2010
1176;Prototype;Activision;Radical Entertainment;All;Xbox 360;;Action-Adventure;78;7.7;9;6;2009
1176;Prototype;Activision;Radical Entertainment;All;PlayStation 3;;Action-Adventure;79;7.5;9;6;2009
296;Manhunt;Rockstar Games;Rockstar North;PS2;PlayStation 2;1280000.0;Action;76;8.4;18;11;2003
298;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;Wii;Wii		;1260000.0;Action;76;7.5;11;11;2011
383;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;X360;Wii		;1010000.0;Action;76;7.5;11;11;2011
416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PS3;Wii		;950000.0;Action;76;7.5;11;11;2011
556;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;DS;Wii		;680000.0;Action;76;7.5;11;11;2011
1162;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PSP;Wii		;290000.0;Action;76;7.5;11;11;2011
1416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PC;Wii		;220000.0;Action;76;7.5;11;11;2011
359;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;TT Fusion;3DS;Wii		;410000.0;Action-Adventure;76;7.5;11;11;2011
298;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;Wii;Xbox 360;1260000.0;Action;77;7.9;11;11;2011
383;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;X360;Xbox 360;1010000.0;Action;77;7.9;11;11;2011
416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PS3;Xbox 360;950000.0;Action;77;7.9;11;11;2011
556;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;DS;Xbox 360;680000.0;Action;77;7.9;11;11;2011
1162;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PSP;Xbox 360;290000.0;Action;77;7.9;11;11;2011
1416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PC;Xbox 360;220000.0;Action;77;7.9;11;11;2011
359;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;TT Fusion;3DS;Xbox 360;410000.0;Action-Adventure;77;7.9;11;11;2011
298;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;Wii;PlayStation 3;1260000.0;Action;76;8.0;11;11;2011
383;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;X360;PlayStation 3;1010000.0;Action;76;8.0;11;11;2011
416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PS3;PlayStation 3;950000.0;Action;76;8.0;11;11;2011
556;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;DS;PlayStation 3;680000.0;Action;76;8.0;11;11;2011
1162;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PSP;PlayStation 3;290000.0;Action;76;8.0;11;11;2011
1416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PC;PlayStation 3;220000.0;Action;76;8.0;11;11;2011
359;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;TT Fusion;3DS;PlayStation 3;410000.0;Action-Adventure;76;8.0;11;11;2011
298;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;Wii;DS		;1260000.0;Action;69;6.5;11;11;2011
383;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;X360;DS		;1010000.0;Action;69;6.5;11;11;2011
416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PS3;DS		;950000.0;Action;69;6.5;11;11;2011
556;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;DS;DS		;680000.0;Action;69;6.5;11;11;2011
1162;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PSP;DS		;290000.0;Action;69;6.5;11;11;2011
1416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PC;DS		;220000.0;Action;69;6.5;11;11;2011
359;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;TT Fusion;3DS;DS		;410000.0;Action-Adventure;69;6.5;11;11;2011
298;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;Wii;3DS;1260000.0;Action;71;6.7;11;11;2011
383;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;X360;3DS;1010000.0;Action;71;6.7;11;11;2011
416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PS3;3DS;950000.0;Action;71;6.7;11;11;2011
556;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;DS;3DS;680000.0;Action;71;6.7;11;11;2011
1162;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PSP;3DS;290000.0;Action;71;6.7;11;11;2011
1416;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;Traveller's Tales;PC;3DS;220000.0;Action;71;6.7;11;11;2011
359;LEGO Harry Potter: Years 5-7;Warner Bros. Interactive;TT Fusion;3DS;3DS;410000.0;Action-Adventure;71;6.7;11;11;2011
299;Assassin's Creed: Bloodlines;Ubisoft;Griptonite Studio;PSP;PSP		;1260000.0;Action;63;6.9;17;11;2009
303;Lara Croft Tomb Raider: The Angel of Darkness;Eidos Interactive;Core Design Ltd.;PS2;PlayStation 2;1250000.0;Action;52;6.4;20;6;2003
218;Ben 10: Protector of Earth;D3 Publisher;1st Playable Productions;DS;Wii		;1700000.0;Action;63;7.5;30;10;2007
308;Ben 10: Protector of Earth;D3 Publisher;High Voltage Software;Wii;Wii		;1230000.0;Action;63;7.5;30;10;2007
466;Ben 10: Protector of Earth;D3 Publisher;High Voltage Software;PS2;Wii		;840000.0;Action;63;7.5;30;10;2007
522;Ben 10: Protector of Earth;D3 Publisher;Unknown;PSP;Wii		;720000.0;Action;63;7.5;30;10;2007
184;Ben 10: Protector of Earth;D3 Publisher;High Voltage Software;All;Wii		;;Action-Adventure;63;7.5;30;10;2007
142;Bayonetta;Sega;PlatinumGames;Series;PlayStation 3;;Action;87;7.7;5;1;2010
201;Bayonetta;Sega;PlatinumGames;All;PlayStation 3;;Action;87;7.7;5;1;2010
309;Bayonetta;Sega;PlatinumGames;PS3;PlayStation 3;1210000.0;Action;87;7.7;5;1;2010
427;Bayonetta;Sega;PlatinumGames;X360;PlayStation 3;930000.0;Action;87;7.7;5;1;2010
142;Bayonetta;Sega;PlatinumGames;Series;Xbox 360;;Action;90;8.1;5;1;2010
201;Bayonetta;Sega;PlatinumGames;All;Xbox 360;;Action;90;8.1;5;1;2010
